Bedroom,Bathroom,Den,Address,Lat,Long,Price
1.00,1.00,1.00,"4070 Confederation Pkwy, Mississauga, ON L5B 0E9, Canada",43.5864127,-79.6471538,1850.00
1.00,1.00,0.00,"Toronto, ON M5H4E6, Canada",43.648742,-79.3868108,2400.00
1.00,1.00,0.00,"685 Danforth Ave, Toronto, ON M4J 1L2, Canada",43.6790089,-79.3438994,1300.00
1.00,1.00,0.00,"88 Harbour St, Toronto, ON M5J 0C3, Canada",43.6417851,-79.3790058,2600.00
1.00,1.00,0.00,"57 Charles Street West, Toronto, ON, M4Y 1R9",43.6676701,-79.389445,2410.00
2.00,1.00,0.00,"57 Charles Street West, Toronto, ON, M4Y 1R9",43.6676701,-79.389445,2915.00
2.00,1.00,0.00,"3620 Kaneff Crescent, Mississauga, ON, L5A 3X1",43.5924953,-79.6324462,1700.00
1.00,1.00,0.00,"57 Charles Street West, Toronto, ON, M4Y 1R9",43.6676701,-79.389445,2035.00
2.00,2.00,0.00,"10 Lisa Street, Brampton, ON, L6T 4N4",43.7106966,-79.7272366,1780.00
1.00,1.00,1.00,"20 Joe Shuster Way, Toronto, ON M6K 0A3, Canada",43.6402772,-79.4241261,2200.00
1.00,1.50,0.00,"Bradford, Bradford West Gwillimbury, ON, Canada, L3Z1A2",44.1210692,-79.5649097,925.00
1.00,1.00,0.00,"87 Peter St, Toronto, ON M5V 2G4, Canada",43.6469441,-79.3923973,2150.00
1.00,1.00,0.00,"3985 Grand Park Drive, 3985 Grand Park Dr, Mississauga, ON L5B 0H8, Canada",43.5816391,-79.648193,1950.00
1.00,1.00,0.00,"430 Pearl St, Burlington, ON L7R 4J8, Canada",43.3267886,-79.7955236,2200.00
2.00,2.00,0.00,", Toronto M5B1L4 ON, Canada",43.661198,-79.3816644,2800.00
1.00,1.00,0.00,"25 c, t M5B 1L4 ON, Canada",43.661198,-79.3816644,2000.00
1.00,1.00,0.00,", Burlington L7S 1H7 ON, Canada",43.3267271,-79.8021823,1375.00
1.00,1.00,1.00,"7 Concorde Pl, M3C 3n4, Toronto, ON",43.7306927,-79.3273194,1850.00
1.00,1.00,0.00,"269 Ontario St, Toronto M5A 2V6 ON",43.6583179,-79.3682357,1380.00
1.00,1.00,0.00,"Water Walk Dr, Markham, ON L3R, Canada",43.85631,-79.3286298,1800.00
1.00,1.00,0.00,"Downtown Toronto, Canada",43.654262,-79.385975,2500.00
1.00,1.00,0.00,", downtown toronto M5B2E8 ON, Canada",43.6598307,-79.3805207,2300.00
2.00,1.00,0.00,", M5J 3A3, Toronto, ON, Canada",43.6416068,-79.3822802,1180.00
1.00,1.00,0.00,"19 Grand Trunk Crescent, Toronto, ON M5J 3A3, Canada",43.6415846,-79.3826205,2650.00
2.00,1.00,0.00,"49 Boon Ave, Toronto, ON M6E 3Z2, Canada",43.6784677,-79.4464682,2000.00
1.00,1.00,0.00,"32 Trolley Cres, M5A 0E8, Toronto, ON",43.6565369,-79.3544975,2450.00
1.00,1.00,0.00,"126 Simcoe str, Toronto Downtown M5V 1T8 ON",43.6489727,-79.3872946,2299.00
2.00,2.00,0.00,"39 Upper Duke Cres., L6G 0B8, Markham, ON",43.8499379,-79.3275055,2150.00
2.00,2.00,0.00,"10 York Street, Toronto, ON, M5J 0E1",43.6410868,-79.3814048,2900.00
1.00,1.00,0.00,"10 York Street, Toronto, ON, M5J 0E1",43.6410868,-79.3814048,2200.00
2.00,2.00,0.00,"12 Yonge St, Toronto, ON M5E 1Z9, Canada",43.6431051,-79.375906,3200.00
1.00,1.00,0.00,"295 Adelaide St W, Toronto, ON M5V 0L4, Canada",43.6476273,-79.3904081,2650.00
2.00,2.00,0.00,"8 Wellesley St E, Toronto, ON M4Y 3B2, Canada",43.6652335,-79.3842932,3300.00
1.00,1.00,1.00,"70 Queens Wharf Rd 33rd Floor, Toronto, ON M5V 0J2, Canada",43.6400685,-79.3999604,2400.00
1.00,1.00,0.00,"Peter St, Toronto, ON M5V 0P1, Canada",43.647632,-79.3929626,2100.00
1.00,1.00,0.00,"96 St Patrick St, Toronto, ON M5T 1V2, Canada",43.6531643,-79.3900311,2480.00
1.00,1.00,0.00,"2255 Weston Road, Toronto, ON, M9N 1X9",43.7046478,-79.5275537,1520.00
1.00,1.00,0.00,"2255 Weston Road, Toronto, ON, M9N 1X9",43.7046478,-79.5275537,1520.00
1.00,1.00,0.00,"89  Isabella Street, Toronto, ON, M4Y 1N8",43.6683764,-79.3806431,1750.00
2.00,1.00,0.00,"56 annie craig drive, m8v0a5, toronto, ON",43.625159,-79.4787203,2550.00
2.00,2.00,0.00,"77 Maitland Pl, Toronto, ON M4Y 2V6, Canada",43.6651058,-79.3769009,3200.00
1.00,1.00,0.00,"318 Richmond St W, Toronto, ON M5V 0B4, Canada",43.6489001,-79.392205,2100.00
1.00,1.00,0.00,", Toronto M5X 1K2 ON, Canada",43.6484292,-79.3822802,1300.00
1.00,1.00,0.00,"14 York St, M5J 0B1, Toronto, ON",43.6419081,-79.3817798,2050.00
1.00,1.00,1.00,"151 Upper Duke Crescent, Unionville, ON L6G 0B6, Canada",43.8521463,-79.3278873,1900.00
2.00,2.00,0.00,"290 Adelaide St W, Toronto, ON M5V 1P6, Canada",43.64787,-79.391138,2350.00
1.00,1.00,0.00,"1 King St W, Toronto, ON M5H 1A1, Canada",43.6488576,-79.3781453,2750.00
1.00,1.00,0.00,"100 Wellesley St E, Toronto, ON M4Y 1H5, Canada",43.6665599,-79.3791219,1795.00
1.00,1.00,0.00,"111 St Clair Ave W, Toronto, ON M4V 1N5, Canada",43.6867088,-79.3992577,1950.00
2.00,1.00,0.00,"146 Dufferin St, Orangeville, ON L9W 1X2, Canada",43.9059866,-80.0929529,1790.00
1.00,1.00,0.00,"112 George St, Toronto, ON M5A 2M5, Canada",43.6520584,-79.3714575,2450.00
1.00,1.00,1.00,"8 York St 1701 Toronto   Ontario, M5J2Y2, toronto, ON",43.6406456,-79.380939,1830.00
1.00,1.00,0.00,"24 Wellesley St W, Toronto, ON M4Y 2X6, Canada",43.6648437,-79.3859297,2500.00
1.00,1.00,1.00,"41 SANTINA ST , VAUGHAN L4H2M1 ON",43.8297388,-79.5656779,2400.00
1.00,1.00,0.00,", Toronto M5J2Z3 ON, Canada",43.6425462,-79.3772655,1600.00
2.00,1.00,0.00,"55 Regent Park Blvd, Toronto, ON M5A 2B7, Canada",43.6594213,-79.3610251,1600.00
1.00,1.50,0.00,"111 Elizabeth St, Toronto, ON M5G 1P7, Canada",43.6550554,-79.3847211,2800.00
1.00,1.00,0.00,"235 Bloor Street East, Toronto, ON, M4W 3Y3",43.6710818,-79.3807435,1970.00
1.00,1.00,0.00,"1918 Faylee Crescent, Pickering, ON L1V 2V6, Canada",43.8413956,-79.0924175,1250.00
1.00,1.00,0.00,"460 Adelaide St E, Toronto, ON M5A 1N4, Canada",43.6527574,-79.3665108,2000.00
2.00,2.00,0.00,", Markham and Whitby L3S 3g2 ON",43.8427424,-79.2706616,2500.00
1.00,1.00,0.00,"111 Carlton St, Toronto, ON M5B 2G3, Canada",43.6621286,-79.3769576,1305.00
1.00,1.00,1.00,"1 The Esplanade, Toronto, ON M5E 0A8, Canada",43.6458091,-79.3756819,2600.00
1.00,1.00,0.00,"460 Adelaide St E, Toronto, ON M5A 1N4, Canada",43.6527574,-79.3665108,2200.00
1.00,1.00,0.00,"12 York St, Toronto, ON M5J 2Z2, Canada",43.6418726,-79.3819064,2450.00
1.00,1.00,0.00,"155 Yorkville Ave, Toronto, ON M5R 1C4, Canada",43.6703202,-79.3944332,1900.00
2.00,2.00,0.00,"170 Bayview Ave, Toronto, ON M5A 0G4, Canada",43.6551919,-79.3539119,3000.00
1.00,1.00,0.00,"Bremner Blvd, Toronto, ON M5J 0A6, Canada",43.6431366,-79.3805285,2200.00
1.00,1.00,0.00,"235 Bloor Street East, Toronto, ON, M4W 3Y3",43.6710818,-79.3807435,1650.00
1.00,1.00,0.00,"3600 Highway 7, L4L 0G7, Vaughan, ON",43.78995,-79.5461535,1950.00
1.00,1.00,1.00,", Markham L6G1B3 ON, Canada",43.8533775,-79.3254313,1700.00
1.00,1.00,0.00,"89 McGill Street, Toronto, ON, M5B 0B1",43.6606054,-79.3786354,1950.00
1.00,1.00,0.00,"10 Park Lawn Rd., M8Y 3K4, Etobicoke, ON",43.6232891,-79.4836951,1950.00
2.00,2.00,0.00,"77 Carlton St, Toronto, ON M5B 2J7, Canada",43.6619074,-79.3782085,4000.00
1.00,1.00,0.00,"75 Portland St, Toronto, ON M5V 2M9, Canada",43.6439201,-79.3994776,2700.00
1.00,1.00,0.00,"6 Bralorne Crescent, M6S4R2, toronto, ON",43.6611083,-79.4987507,1100.00
1.00,1.00,0.00,", M5b2e8, Toronto, ON",43.6598307,-79.3805207,1000.00
2.00,2.00,0.00,"2910 Hwy 7, Concord, ON L4K 2M7, Canada",43.7956959,-79.5203179,2500.00
1.00,1.00,1.00,"5 Mariner Terr, Toronto M5V 3V6 ON",43.6397355,-79.3904175,2600.00
1.00,1.00,1.00,"120 Bayview Ave., l4n6e1, Toronto, ON",43.653978,-79.3541341,2250.00
1.00,1.00,1.00,"210 Simcoe St, Toronto, ON M5T 0A9, Canada",43.6524331,-79.3888604,2400.00
2.00,1.00,0.00,"620 Lolita Gardens, Mississauga, ON, L5A 3K7",43.5942563,-79.6029457,1850.00
2.00,1.00,0.00,"125 Railroad St, Brampton, ON, L6X 1H1",43.683063,-79.771759,1350.00
1.00,1.00,0.00,"87 Peter st, M5v2g4, Downtown Toronto, ON",43.6469441,-79.3923973,2050.00
1.00,2.00,0.00,"525 Adelaide Street West, Toronto, ON, M5V 0N7",43.6453398,-79.4021851,2650.00
1.00,1.00,1.00,"m1g2a8, Canada",43.7672565,-79.2227339,1860.00
3.00,2.00,0.00,"620 Lolita Gardens, Mississauga, ON, L5A 3K7",43.5942563,-79.6029457,2100.00
3.00,2.00,0.00,"M5V1Z5, Canada",43.6503403,-79.3876465,3900.00
1.00,1.00,0.00,"352 Front St W, M5V1B5, TORONTO, ON",43.6434855,-79.3923045,2100.00
2.00,1.00,0.00,"90 Jameson Avenue, Toronto, ON, M6K 2W8",43.6343542,-79.4352696,1779.00
1.00,1.00,0.00,"169 Jameson Avenue, Toronto, ON, M6K 2W8",43.6382884,-79.4360532,1929.00
1.00,1.00,0.00,", toronto M5B 1Z8 ON, Canada",43.6604566,-79.3784972,2000.00
2.00,2.00,0.00,"1201 North Shore Blvd East, L7S1Z5, Burlington, ON",43.3173164,-79.8051158,3200.00
2.00,2.00,0.00,"14 Thorburn, M6K1C5, Toronto, ON",43.6356261,-79.4268735,2800.00
1.00,1.00,0.00,", Toronto M8W 3J1 ON, Canada",43.5921361,-79.5326816,1750.00
1.00,1.00,0.00,", Between YongeBloor, ChurchWellesley M4Y 2L2 ON, Canada",43.6673847,-79.3826756,1568.00
1.00,1.00,0.00,"409 Huron St, Toronto, ON M5S 2S5, Canada",43.6665804,-79.4009394,1200.00
2.00,2.00,0.00,"2089 Fairview St, Burlington, ON L7R 2C8, Canada",43.338737,-79.8100685,2200.00
1.00,1.00,0.00,"87 Peter St, Toronto, ON M5V 0P1, Canada",43.6469441,-79.3923973,2050.00
2.00,2.00,0.00,"30 Grand Trunk Crescent, Toronto, ON M5J 3A4, Canada",43.642282,-79.3828265,3150.00
1.00,1.00,0.00,", Toronto M5V1K4 ON, Canada",43.6447693,-79.3970587,1600.00
1.00,1.00,0.00,", M6G1S2, Downtown Toronto (Christie/Bloor), ON",43.6667107,-79.4043508,1500.00
1.00,1.00,0.00,"33 Bay St, Toronto, ON M5J 2Z3, Canada",43.6426791,-79.3769938,1900.00
1.00,1.00,0.00,"2895 Bathurst Street, Toronto, ON, M6B 3A8",43.7147936,-79.4283233,1750.00
2.00,2.00,0.00,"8 Mercer Street, M5V0C4, Toronto, ON",43.6460058,-79.3899085,3100.00
1.00,1.00,1.00,"M5V3S2, Canada",43.6414082,-79.3912531,2950.00
3.00,1.00,0.00,", L2E3R4, Niagara, ON",43.1041257,-79.0654766,1350.00
1.00,1.00,0.00,", Toronto M5V3P6 ON, Canada",43.6451493,-79.3908133,1300.00
2.00,2.00,0.00,"55 Regent Park Blvd, Toronto, ON M5A 2B7, Canada",43.6594213,-79.3610251,2600.00
2.00,1.00,0.00,"375 King St W, Toronto, ON M5V 1K1, Canada",43.645641,-79.3929534,1900.00
2.00,2.00,0.00,"3601 Highway 7 E, L6G 0E1, Markham, ON",43.8539142,-79.3381945,2300.00
1.00,1.00,0.00,"454 Yonge Street, M4Y 1W9, Toronto, ON",43.6616824,-79.3833791,2200.00
1.00,1.00,0.00,"100 Harbour St, Toronto, ON M5J 1B7, Canada",43.6418064,-79.3789807,2500.00
1.00,2.00,0.00,", DOWNTOWN M5V 4A9 ON, Canada",43.640402,-79.3971467,3600.00
1.00,1.00,0.00,"21 Balmuto St, Toronto, ON M4Y 1W4, Canada",43.6691531,-79.3873723,2050.00
1.00,1.00,0.00,"40 Earl St, Toronto, ON M4Y 1M3, Canada",43.6687998,-79.3759678,1600.00
1.00,1.00,0.00,"230 Queens Quay West, Toronto, ON, M5J 2Y7",43.6397444,-79.3837757,2300.00
1.00,1.00,1.00,"38 Howard Park Ave, Toronto, ON M6R 0A7, Canada",43.6520027,-79.4492618,2250.00
2.00,2.00,0.00,"21 Nelson St, Toronto, ON M5V 3H9, Canada",43.6487831,-79.3880423,4050.00
2.00,2.00,0.00,"21 Nelson St, Toronto, ON M5V 3H9, Canada",43.6487831,-79.3880423,4100.00
1.00,1.00,0.00,"845 Glencairn Ave, North York, ON M6B 2A4, Canada",43.7087795,-79.4447062,850.00
1.00,1.00,1.00,"633 Bay St, Toronto, ON M5G 2G4, Canada",43.6568825,-79.3835616,2000.00
3.00,2.00,0.00,"25 Lower Simcoe St, Toronto, ON M5J 3A1, Canada",43.6415283,-79.3833016,4200.00
1.00,1.00,1.00,", M5V 3X4, Toronto, ON",43.6469126,-79.3902415,2300.00
2.00,1.50,0.00,"M5V3X1, Canada",43.6421316,-79.4013687,2300.00
1.00,1.00,1.00,", M5S 3K4, Toronto, ON",43.6629771,-79.386217,2200.00
2.00,2.00,0.00,"8200 Birchmount Rd, Markham, ON L3R 9W1, Canada",43.8568796,-79.324595,2475.00
1.00,1.00,0.00,"Boxford Cres, Mississauga, ON L5M 0P4, Canada",43.5494504,-79.719706,1750.00
2.00,2.00,0.00,"M5J2Z2, Canada",43.6421671,-79.3819283,2800.00
1.00,1.00,0.00,"Boxford Cres, Mississauga, ON L5M 0P4, Canada",43.5494504,-79.719706,1750.00
1.00,1.00,1.00,"20 Joe Shuster Way, Toronto, ON M6K 0A3, Canada",43.6402772,-79.4241261,2200.00
1.00,1.00,0.00,"8200 Birchmount Rd #316, Markham, ON L3R 9W1, Canada",43.8568796,-79.324595,1690.00
1.00,1.00,0.00,"200 Jameson Avenue, Toronto, ON, M6K 2Z6",43.6398173,-79.4373797,1849.00
1.00,1.00,0.00,"12 York St, Toronto, ON M5J 2Z2, Canada",43.6418726,-79.3819064,2100.00
1.00,1.00,1.00,", Shelburne L9V3L7 ON, Canada",44.079119,-80.2011728,1300.00
1.00,1.00,0.00,"480 King St W, Toronto, ON M5V 1L7, Canada",43.6454236,-79.3962213,2200.00
1.00,1.00,0.00,"37 Penhurst Ave, Etobicoke, ON M8Y 3A9, Canada",43.6247335,-79.4995337,1450.00
1.00,1.00,1.00,"210 Simcoe St, Toronto, ON M5T 0A9, Canada",43.6524331,-79.3888604,2545.00
1.00,1.00,0.00,"Collingwood, Canada",44.5007687,-80.2169047,1750.00
1.00,1.00,1.00,"320 Richmond street east, M5A1P9, Toronto, ON",43.6538906,-79.3689511,2450.00
2.00,2.00,0.00,"Eva Rd, Etobicoke, ON, M9C 2A8",43.6394963,-79.5640901,2200.00
2.00,2.00,0.00,"70 Temperance St, Toronto, ON M5H 0B1, Canada",43.6505597,-79.3820722,2800.00
1.00,1.00,1.00,"20 THOMAS RILEY, M9B 0C3, Toronto, ON",43.6690744,-79.3911301,1799.00
1.00,1.00,0.00,"120 Bayview Ave, Toronto, ON M5A 0G4, Canada",43.653978,-79.3541341,2050.00
2.00,1.00,0.00,"Dunlop St E, Whitby, ON L1N, Canada",43.8792747,-78.9346733,1350.00
1.00,1.00,1.00,"6210 Main Street, L4A 2S5, Main Street Stouffville, ON",43.971005,-79.2489009,1675.00
1.00,1.00,1.00,"19 Grand Trunk Crescent, Toronto, ON M5J 3A3, Canada",43.6415846,-79.3826205,2350.00
1.00,1.00,0.00,"20 Minowan Miikan Lane, Toronto, ON M6J 1M3, Canada",43.6428951,-79.4281018,2000.00
1.00,1.00,0.00,"120 Homewood Ave, Toronto, ON, M4Y 2J3",43.66703,-79.3763862,2300.00
3.00,2.00,0.00,"89 McGill Street, Toronto, ON, M5B 0B1",43.6606054,-79.3786354,3200.00
1.00,1.00,0.00,"628 Fleet St, Toronto, ON M5V 1A8, Canada",43.6361646,-79.4033004,2200.00
1.00,1.00,0.00,", Toronto M6K 1X1 ON, Canada",43.6391261,-79.4192221,1900.00
2.00,1.00,0.00,", Toronto  M5V3Z9 ON, Canada",43.6412101,-79.3938921,2600.00
2.00,1.00,0.00,"812 Lansdowne Ave, Toronto, ON M6H 4K5, Canada",43.665271,-79.4476835,2600.00
1.00,1.00,0.00,"49 McCaul St, Toronto, ON M5T 1V7, Canada",43.6515793,-79.39008,3750.00
2.00,1.00,0.00,"8 Simcoe St N, Oshawa, ON L1G 4R8, Canada",43.8978185,-78.863977,1250.00
1.00,1.00,0.00,"49 McCaul St, Toronto, ON M5T 1V7, Canada",43.6515793,-79.39008,2500.00
2.00,1.50,0.00,", NA M3N 1J2 ON, Canada",43.7485568,-79.506065,1300.00
1.00,1.00,0.00,"8 The Esplanade, Toronto, ON M5E 0A6, Canada",43.6460983,-79.3760549,2250.00
1.00,1.00,1.00,", L1A 1N2, Port Hope, ON, Canada",43.9514277,-78.294416,1200.00
1.00,1.00,1.00,"57 St Joseph St, Toronto, ON M5S 0C5, Canada",43.6653563,-79.387999,2300.00
1.00,1.00,0.00,", Toronto m5s1x6 ON, Canada",43.6659564,-79.4047989,650.00
2.00,1.00,0.00,", Burlington L7S1H7 ON",43.3267271,-79.8021823,2975.00
1.00,1.00,0.00,", Toronto M5T2X5 ON, Canada",43.651955,-79.3896477,2000.00
1.00,1.00,0.00,"80 Blue Jays Way, Toronto, ON M5V 2G3, Canada",43.6452974,-79.3923967,4700.00
1.00,1.00,0.00,"100 Harbour Street, M5J1B7, Toronto, ON",43.6418064,-79.3789807,2550.00
1.00,1.00,1.00,"1060 Sheppard Ave W, Toronto, ON M3J 0G7, Canada",43.7505012,-79.4639723,1950.00
2.00,2.00,0.00,"19 Grand Trunk Crescent, Toronto, ON M5J 3A3, Canada",43.6415846,-79.3826205,3100.00
2.00,2.00,0.00,"95 Wellington St, Bowmanville, ON L1C 5A1, Canada",43.9137913,-78.6878692,1850.00
1.00,2.00,0.00,"70 Distillery Lane, Toronto, ON M5A 0E3, Canada",43.65006,-79.3578814,1500.00
1.00,1.00,0.00,"550 Jarvis Street Jarvis, Toronto, ON, M4Y 2H9",43.6692283,-79.3799488,1480.00
3.00,2.00,0.00,"Salvador Allende Ct, Toronto, ON, M6G 0A3",43.6723273,-79.4287263,4625.00
1.00,1.00,1.00,"460 Adelaide St E, Toronto, ON M5A 1N4, Canada",43.6527574,-79.3665108,2200.00
1.00,2.00,1.00,"2121 Lake Shore Blvd W, Etobicoke, ON M8V 4E9, Canada",43.6274471,-79.4783741,2350.00
1.00,1.00,0.00,"87 Peter St, Toronto, ON M5V 0P1, Canada",43.6469441,-79.3923973,2050.00
1.00,1.00,0.00,"28 Wellesley St E, Toronto, ON M4Y, Canada",43.6655881,-79.383028,2100.00
1.00,1.00,0.00,"28 Wellesley St E, Toronto, ON M4Y, Canada",43.6655881,-79.383028,2100.00
2.00,2.00,0.00,"90 Stadium Rd, Toronto, ON M5V 3W5, Canada",43.6344756,-79.4015886,3300.00
2.00,2.00,0.00,"1 The Esplanade, Toronto, ON M5E 0A8, Canada",43.6458091,-79.3756819,4000.00
1.00,1.00,1.00,"3525 Kariya Dr, Mississauga, ON L5B 0C1, Canada",43.588602,-79.6317004,1875.00
1.00,1.00,0.00,", Toronto m5s 2z1 ON, Canada",43.6680834,-79.3906814,2525.00
1.00,1.00,0.00,"75 E Liberty St, Toronto, ON M6K 0A2, Canada",43.6383068,-79.4147858,2100.00
1.00,1.00,0.00,"20 King St E, Cobourg, ON K9A 1K7, Canada",43.9601589,-78.1648364,850.00
1.00,1.00,0.00,"350 Wellington St W, Toronto, ON M5V 3W9, Canada",43.6446286,-79.3929331,2300.00
2.00,2.00,0.00,"39 Upper Duke Crescent, Unionville, ON L6G 0B8, Canada",43.8499379,-79.3275055,2450.00
2.00,1.00,0.00,"23 Wyndham St, Toronto, ON M6K 1R8, Canada",43.6474943,-79.435995,2750.00
1.00,1.00,0.00,"250 St. George St, Toronto, ON, M5R 3L8",43.672735,-79.4023802,1900.00
1.00,1.00,0.00,"664 Bathurst St, Toronto, ON M5S 2R3, Canada",43.6616564,-79.4099423,1700.00
1.00,1.00,0.00,", Toronto m5r 3j2 ON, Canada",43.682588,-79.417815,2450.00
1.00,1.00,0.00,"75 St Nicholas St, Toronto, ON M4Y 0A5, Canada",43.6676141,-79.3864589,2500.00
1.00,1.00,0.00,"11 Brunel Ct, Toronto, ON M5V 3Y3, Canada",43.6394055,-79.3932324,2300.00
2.00,1.00,0.00,"45 Lisgar St, Toronto, ON M6J 0B8, Canada",43.6420242,-79.4230597,2800.00
1.00,1.00,0.00,"269 Ontario St, Toronto, ON M5A 2V6, Canada",43.6583179,-79.3682357,1380.00
1.00,1.00,1.00,"15 Iceboat Terr, Toronto, ON M5V 4A5, Canada",43.6405271,-79.397104,2350.00
1.00,1.00,0.00,"70 Temperance St, Toronto, ON M5H 0B1, Canada",43.6505597,-79.3820722,2050.00
1.00,1.00,0.00,"560 Front St W, Toronto, ON M5V 1C1, Canada",43.6413078,-79.4000933,850.00
2.00,2.00,0.00,"600 Fleet St, Toronto, ON M5V 1B7, Canada",43.6366681,-79.4004451,2600.00
1.00,1.00,1.00,", Toronto m5v1y9 ON, Canada",43.6468281,-79.4024241,2300.00
1.00,1.50,0.00,"50 Cordova Avenue, Etobicoke, ON, M9A 4X6",43.6471397,-79.5265814,1550.00
1.00,1.00,0.00,", toronto M4E1S5 ON, Canada",43.6806017,-79.2893327,1600.00
2.00,2.00,0.00,", Yonge and Maitland M4y3b5  ON, Canada",43.6638522,-79.3841153,2600.00
2.00,1.00,0.00,"99 McGill St, Toronto, ON M5B 1H5, Canada",43.6605397,-79.3786617,2800.00
1.00,1.00,0.00,"600 University Ave, Toronto, ON M5G 1X5, Canada",43.6575221,-79.3899928,1750.00
1.00,1.00,0.00,"11 Brunel Ct, Toronto, ON M5V 3Y3, Canada",43.6394055,-79.3932324,2000.00
3.00,1.00,0.00,", m5t2m5, Toronto, ON, Canada",43.6486411,-79.4011928,3600.00
3.00,2.00,0.00,"14 York St, Toronto, ON M5J 0B1, Canada",43.6419081,-79.3817798,3800.00
2.00,2.00,0.00,"1103 Leslie St, North York, ON M3C 2J7, Canada",43.7206419,-79.3493968,2400.00
1.00,1.00,0.00,"Toronto, ON, Canada, M5J2Y5",43.6400247,-79.3812245,2200.00
2.00,2.00,0.00,"8 York St, Toronto, ON M5J 2Y2, Canada",43.6406456,-79.380939,3200.00
1.00,1.00,1.00,"12 York St, Toronto, ON M5J 2Z2, Canada",43.6418726,-79.3819064,2300.00
2.00,1.00,0.00,"51 Nassau Street, L1J 4A3, Oshawa, ON",43.8946417,-78.8696396,1300.00
1.00,1.00,0.00,"85 Queens Wharf Rd, Toronto, ON M5V 0J9, Canada",43.6387842,-79.3988635,2600.00
3.00,3.00,0.00,", M4R1V2, Toronto, ON",43.7073197,-79.4002252,1300.00
2.00,2.00,0.00,"100 Harbour St, Toronto, ON M5J 1B7, Canada",43.6418064,-79.3789807,2950.00
1.00,1.00,0.00,"1 King St W, Toronto, ON M5H 1A1, Canada",43.6488576,-79.3781453,2350.00
2.00,1.00,0.00,"150 Sudbury St, Toronto, ON M6J 3S8, Canada",43.6415328,-79.4240715,2400.00
1.00,1.00,0.00,"18 Yorkville Ave, Toronto, ON M4W 2J1, Canada",43.6721931,-79.3878664,2000.00
1.00,1.00,0.00,"91,140,146 Jameson Avenue, Toronto, ON, M6K 2W8",43.6349738,-79.4351859,1729.00
1.00,1.00,0.00,"72 Carden St, Guelph, ON N1H 3A3, Canada",43.5446193,-80.2473831,975.00
2.00,1.00,0.00,"378 Kerr St, Oakville, ON L6K 3B8, Canada",43.4443781,-79.683067,1700.00
2.00,2.00,0.00,", DOWNTOWN M5V2G4 ON, Canada",43.6467641,-79.3922208,2500.00
2.00,2.00,0.00,", NORTH YORK M2N0C2 ON, Canada",43.7565895,-79.4054146,2350.00
1.00,1.00,0.00,"55 Isabella St, Toronto, ON M4Y 1M8, Canada",43.6678174,-79.3831111,1750.00
2.00,1.00,0.00,"55 Isabella St, Toronto, ON M4Y 1M8, Canada",43.6678174,-79.3831111,2850.00
2.00,2.00,0.00,", L6K 3T1, Oakville, ON, Canada",43.4422541,-79.6731017,2800.00
1.00,2.00,1.00,"2121 Lake Shore Blvd W, Etobicoke, ON M8V 4E9, Canada",43.6274471,-79.4783741,2450.00
1.00,1.00,0.00,"180 Enterprise Blvd, Markham, ON, L6G 1B3",43.850094,-79.3234946,1850.00
2.00,2.00,0.00,"180 Enterprise Blvd, Markham, ON, L6G 0G4",43.850094,-79.3234946,2150.00
1.00,1.00,1.00,", Toronto M5V 1J9 ON, Canada",43.6464345,-79.3918689,2450.00
1.00,1.00,0.00,", Toronto M5V 1J9 ON, Canada",43.6464345,-79.3918689,2450.00
1.00,1.00,0.00,"10 York St, Toronto, ON M5J 2L9, Canada",43.6410868,-79.3814048,2150.00
1.00,1.00,1.00,"100 Harbour St, Toronto, ON M5J 1B7, Canada",43.6418064,-79.3789807,2600.00
1.00,1.00,0.00,"Six50 King - Bathurst Tower, 95 Bathurst St, Toronto, ON M5V 2P9, Canada",43.6444602,-79.4024689,2200.00
1.00,1.00,0.00,"42 Charles St E, Toronto, ON M4Y 1T1, Canada",43.6693009,-79.3841709,2400.00
2.00,2.00,0.00,", Toronto M1T 1a8 ON, Canada",43.7789286,-79.3241989,2500.00
1.00,1.00,0.00,"426 University ave, M5G1S9, TORONTO, ON",43.6539487,-79.3885701,1900.00
1.00,1.00,0.00,"Richmond St E, Toronto, ON M5C 3H6, Canada",43.652812,-79.3733062,1975.00
1.00,1.00,0.00,"Sussex Ave, Richmond Hill, ON L4C 2E8, Canada",43.8757743,-79.4214372,900.00
2.00,2.00,0.00,", Toronto m5v3m8 ON, Canada",43.637287,-79.396355,2800.00
1.00,1.00,0.00,"200 Jameson Avenue, Toronto, ON, M6K 2Z6",43.6398173,-79.4373797,1449.00
2.00,2.00,0.00,"21 Nelson St, Toronto, ON M5V 3H9, Canada",43.6487831,-79.3880423,4000.00
1.00,1.00,0.00,"29 Queens Quay E, Toronto, ON M5E 0A4, Canada",43.6413595,-79.3725145,2100.00
1.00,1.00,0.00,"8 The Esplanade, Toronto, ON M5E 0A6, Canada",43.6460983,-79.3760549,2250.00
1.00,1.00,1.00,"87 Peter St, Toronto, ON M5V 0P1, Canada",43.6469441,-79.3923973,2300.00
2.00,2.00,0.00,"20 Atlantic Ave, Toronto, ON M6K 1X8, Canada",43.6367119,-79.4206384,2000.00
2.00,2.00,0.00,"460 Adelaide St East, M5A1N6, Toronto, ON",43.6527574,-79.3665108,2775.00
